assessment_id,employee_id,skill,proficiency_level,self_rated,manager_rated,assessed_date
ASS001235,EMP0273,Azure,Expert,4,3.0,2026-03-14
ASS001236,EMP0273,Compliance,Expert,1,2.0,2025-12-13
ASS001237,EMP0273,SQL,Advanced,2,3.0,2026-02-13
ASS001238,EMP0273,Sales,Advanced,2,,2026-02-20
ASS001239,EMP0274,Excel,Expert,5,,2026-03-29
ASS001240,EMP0274,Machine Learning,Expert,2,3.0,2026-05-04
ASS001241,EMP0274,Compliance,Advanced,2,,2026-03-05
ASS001242,EMP0275,Sales,Advanced,1,5.0,2026-01-13
ASS001243,EMP0275,Negotiation,Expert,2,4.0,2026-05-12
ASS001244,EMP0275,Data Analysis,Advanced,1,,2026-05-15
ASS001245,EMP0277,Power BI,Beginner,2,,2026-05-28
ASS001246,EMP0277,Excel,Beginner,3,,2026-01-18
ASS001247,EMP0277,Communication,Beginner,5,5.0,2026-05-19
ASS001248,EMP0277,Finance,Intermediate,2,1.0,2026-01-01
ASS001249,EMP0277,Azure,Beginner,5,,2025-12-15
ASS001250,EMP0277,Machine Learning,Expert,3,,2026-03-24
ASS001251,EMP0278,Leadership,Intermediate,3,5.0,2026-02-25
ASS001252,EMP0278,Data Analysis,Beginner,3,,2026-01-17
ASS001253,EMP0278,Project Management,Expert,5,3.0,2026-02-16
ASS001254,EMP0278,Agile,Expert,5,,2025-12-25
ASS001255,EMP0278,Negotiation,Expert,5,2.0,2026-04-16
ASS001256,EMP0279,Project Management,Expert,4,4.0,2026-05-30
ASS001257,EMP0279,Negotiation,Intermediate,2,5.0,2026-04-28
ASS001258,EMP0279,SQL,Advanced,5,3.0,2025-12-24
ASS001259,EMP0279,Sales,Expert,5,3.0,2026-04-23
ASS001260,EMP0279,Azure,Expert,1,5.0,2026-04-09
ASS001261,EMP0279,Leadership,Beginner,4,,2026-05-27
ASS001262,EMP0279,Machine Learning,Expert,5,4.0,2026-03-03
ASS001263,EMP0282,Power BI,Expert,5,1.0,2026-03-15
ASS001264,EMP0282,Machine Learning,Expert,2,5.0,2026-05-01
ASS001265,EMP0282,Azure,Beginner,1,1.0,2026-01-05
ASS001266,EMP0282,Communication,Expert,1,1.0,2026-04-22
ASS001267,EMP0282,Sales,Advanced,2,2.0,2026-03-26
ASS001268,EMP0282,Data Analysis,Expert,2,,2026-01-05
ASS001269,EMP0282,Excel,Beginner,3,5.0,2025-12-19
ASS001270,EMP0282,Agile,Advanced,3,4.0,2026-01-13
ASS001271,EMP0283,Compliance,Intermediate,1,,2026-02-14
ASS001272,EMP0283,Negotiation,Expert,4,,2026-05-14
ASS001273,EMP0283,Excel,Intermediate,5,,2026-04-22
ASS001274,EMP0283,Communication,Advanced,1,3.0,2026-01-17
ASS001275,EMP0283,Power BI,Intermediate,4,,2026-01-27
ASS001276,EMP0285,Data Analysis,Advanced,5,3.0,2025-12-24
ASS001277,EMP0285,SQL,Advanced,2,,2026-06-01
ASS001278,EMP0285,Excel,Advanced,5,,2026-05-06
ASS001279,EMP0285,Python,Advanced,1,3.0,2025-12-14
ASS001280,EMP0285,Azure,Intermediate,2,5.0,2025-12-22
ASS001281,EMP0285,Negotiation,Expert,1,,2026-02-01
ASS001282,EMP0285,Project Management,Beginner,3,2.0,2025-12-28
ASS001283,EMP0285,Leadership,Beginner,5,,2026-03-15
ASS001284,EMP0286,Sales,Intermediate,3,2.0,2026-01-05
ASS001285,EMP0286,Data Analysis,Expert,4,2.0,2026-03-16
ASS001286,EMP0286,Power BI,Expert,3,4.0,2026-02-26
ASS001287,EMP0288,Project Management,Advanced,4,3.0,2026-02-11
ASS001288,EMP0288,Power BI,Advanced,5,3.0,2026-03-12
ASS001289,EMP0288,Agile,Beginner,2,4.0,2026-03-04
ASS001290,EMP0290,Leadership,Intermediate,5,2.0,2026-04-08
ASS001291,EMP0290,Sales,Advanced,2,1.0,2026-05-22
ASS001292,EMP0290,Azure,Intermediate,1,1.0,2026-01-20
ASS001293,EMP0291,Compliance,Beginner,4,,2026-04-10
ASS001294,EMP0291,Agile,Advanced,5,,2026-02-05
ASS001295,EMP0291,Azure,Expert,4,,2026-04-27
ASS001296,EMP0291,Sales,Beginner,2,5.0,2026-05-28
ASS001297,EMP0291,Finance,Beginner,2,1.0,2026-04-24
ASS001298,EMP0294,SQL,Advanced,4,1.0,2026-02-05
ASS001299,EMP0294,Power BI,Intermediate,1,1.0,2026-03-03
ASS001300,EMP0294,Project Management,Intermediate,2,,2026-06-09
ASS001301,EMP0294,Leadership,Expert,3,1.0,2025-12-12
ASS001302,EMP0294,Machine Learning,Advanced,3,,2026-01-29
ASS001303,EMP0294,Azure,Intermediate,4,,2026-01-29
ASS001304,EMP0294,Negotiation,Intermediate,2,5.0,2026-05-17
ASS001305,EMP0295,Machine Learning,Beginner,4,2.0,2026-06-08
ASS001306,EMP0295,SQL,Expert,4,2.0,2026-02-11
ASS001307,EMP0295,Excel,Intermediate,4,5.0,2026-06-04
ASS001308,EMP0295,Power BI,Expert,5,4.0,2026-01-01
ASS001309,EMP0295,Negotiation,Beginner,5,2.0,2026-03-26
ASS001310,EMP0295,Python,Advanced,2,,2025-12-19
ASS001311,EMP0296,Python,Expert,4,3.0,2026-02-04
ASS001312,EMP0296,Agile,Expert,3,1.0,2026-03-14
ASS001313,EMP0296,Sales,Intermediate,5,4.0,2026-04-17
ASS001314,EMP0296,Communication,Beginner,2,,2026-05-16
ASS001315,EMP0296,Azure,Expert,2,,2026-04-28
ASS001316,EMP0296,Power BI,Advanced,4,4.0,2026-05-26
ASS001317,EMP0296,Leadership,Advanced,1,4.0,2026-05-03
ASS001318,EMP0297,Leadership,Expert,2,1.0,2026-05-19
ASS001319,EMP0297,SQL,Advanced,1,4.0,2026-02-26
ASS001320,EMP0297,Project Management,Expert,3,5.0,2026-02-19
ASS001321,EMP0297,Agile,Expert,3,1.0,2025-12-19
ASS001322,EMP0299,Agile,Intermediate,5,3.0,2026-03-21
ASS001323,EMP0299,Finance,Advanced,2,,2026-03-31
ASS001324,EMP0299,Azure,Intermediate,2,2.0,2026-02-12
ASS001325,EMP0299,Negotiation,Beginner,3,4.0,2026-06-07
ASS001326,EMP0299,Compliance,Advanced,2,2.0,2026-01-25
ASS001327,EMP0299,Project Management,Expert,4,3.0,2025-12-25
ASS001328,EMP0299,Leadership,Advanced,2,3.0,2026-01-22
ASS001329,EMP0299,Power BI,Beginner,2,4.0,2025-12-20
ASS001330,EMP0301,SQL,Intermediate,1,,2026-05-11
ASS001331,EMP0301,Azure,Intermediate,3,2.0,2026-02-09
ASS001332,EMP0301,Finance,Intermediate,5,,2026-04-08
ASS001333,EMP0301,Project Management,Advanced,1,,2026-04-21
ASS001334,EMP0301,Power BI,Advanced,5,2.0,2026-03-29
ASS001335,EMP0301,Sales,Advanced,1,4.0,2026-04-21
ASS001336,EMP0301,Data Analysis,Advanced,2,5.0,2026-03-12
ASS001337,EMP0303,Agile,Expert,5,,2026-03-06
ASS001338,EMP0303,Azure,Intermediate,3,4.0,2026-02-25
ASS001339,EMP0303,Sales,Expert,5,5.0,2026-01-23
ASS001340,EMP0303,Finance,Expert,1,5.0,2026-04-13
ASS001341,EMP0303,Excel,Advanced,2,5.0,2026-01-11
ASS001342,EMP0303,Project Management,Advanced,1,3.0,2026-04-02
ASS001343,EMP0303,Communication,Intermediate,3,4.0,2026-01-12
ASS001344,EMP0304,Project Management,Intermediate,2,2.0,2026-03-16
ASS001345,EMP0304,Finance,Intermediate,3,4.0,2026-06-08
ASS001346,EMP0304,Power BI,Intermediate,4,3.0,2026-03-12
ASS001347,EMP0304,Communication,Intermediate,2,2.0,2026-01-29
ASS001348,EMP0304,Negotiation,Advanced,4,1.0,2025-12-20
ASS001349,EMP0304,Machine Learning,Advanced,1,3.0,2026-04-06
ASS001350,EMP0304,Compliance,Expert,1,4.0,2026-05-29
ASS001351,EMP0305,Communication,Expert,5,3.0,2026-01-29
ASS001352,EMP0305,Power BI,Advanced,1,5.0,2026-02-19
ASS001353,EMP0305,Data Analysis,Beginner,5,5.0,2026-04-27
ASS001354,EMP0305,Finance,Advanced,4,2.0,2026-04-20
ASS001355,EMP0305,Agile,Advanced,3,,2026-03-30
ASS001356,EMP0305,Negotiation,Intermediate,2,5.0,2026-01-28
ASS001357,EMP0305,Machine Learning,Beginner,1,2.0,2026-02-01
ASS001358,EMP0306,Communication,Expert,4,2.0,2026-04-13
ASS001359,EMP0306,Machine Learning,Beginner,1,2.0,2026-01-11
ASS001360,EMP0306,SQL,Beginner,1,1.0,2026-03-18
ASS001361,EMP0306,Power BI,Advanced,2,,2026-04-12
ASS001362,EMP0306,Sales,Intermediate,2,3.0,2026-01-09
ASS001363,EMP0306,Azure,Intermediate,1,2.0,2026-05-18
ASS001364,EMP0307,Sales,Advanced,1,2.0,2025-12-26
ASS001365,EMP0307,Finance,Intermediate,4,,2026-01-27
ASS001366,EMP0307,Agile,Beginner,5,4.0,2026-03-15
ASS001367,EMP0307,Azure,Intermediate,1,2.0,2026-04-11
ASS001368,EMP0307,Compliance,Advanced,5,,2026-05-25
ASS001369,EMP0307,SQL,Intermediate,1,4.0,2026-03-15
ASS001370,EMP0308,Leadership,Beginner,4,3.0,2026-05-24
ASS001371,EMP0308,Communication,Intermediate,2,3.0,2026-03-24
ASS001372,EMP0308,Machine Learning,Intermediate,3,5.0,2026-06-06
ASS001373,EMP0308,Negotiation,Expert,1,1.0,2026-02-10
ASS001374,EMP0308,Python,Advanced,4,5.0,2026-01-02
ASS001375,EMP0308,Sales,Beginner,4,1.0,2026-06-03
ASS001376,EMP0308,Finance,Expert,1,,2026-01-07
ASS001377,EMP0308,SQL,Intermediate,1,1.0,2025-12-20
ASS001378,EMP0309,Azure,Intermediate,3,5.0,2026-04-15
ASS001379,EMP0309,Sales,Beginner,2,2.0,2026-01-02
ASS001380,EMP0309,Negotiation,Expert,1,,2026-05-27
ASS001381,EMP0309,Finance,Intermediate,2,,2025-12-26
ASS001382,EMP0309,Data Analysis,Intermediate,2,3.0,2026-01-16
ASS001383,EMP0309,Python,Expert,4,,2026-01-09
ASS001384,EMP0309,Compliance,Beginner,2,,2026-01-02
ASS001385,EMP0310,Communication,Advanced,3,,2026-06-05
ASS001386,EMP0310,Project Management,Intermediate,2,4.0,2026-04-22
ASS001387,EMP0310,Machine Learning,Beginner,1,1.0,2026-02-27
ASS001388,EMP0311,Data Analysis,Expert,2,1.0,2026-01-15
ASS001389,EMP0311,SQL,Advanced,1,5.0,2026-02-26
ASS001390,EMP0311,Compliance,Advanced,2,2.0,2026-05-11
ASS001391,EMP0311,Communication,Beginner,2,,2026-04-09
ASS001392,EMP0311,Project Management,Advanced,1,3.0,2026-01-21
ASS001393,EMP0311,Agile,Beginner,3,1.0,2026-02-19
ASS001394,EMP0312,SQL,Beginner,1,1.0,2026-03-08
ASS001395,EMP0312,Machine Learning,Advanced,3,,2026-01-30
ASS001396,EMP0312,Data Analysis,Advanced,2,4.0,2026-03-16
ASS001397,EMP0312,Excel,Expert,1,,2026-03-17
ASS001398,EMP0313,Excel,Intermediate,1,4.0,2026-02-02
ASS001399,EMP0313,Communication,Advanced,1,5.0,2026-01-25
ASS001400,EMP0313,Project Management,Advanced,3,1.0,2025-12-27
ASS001401,EMP0313,Machine Learning,Expert,2,4.0,2026-04-15
ASS001402,EMP0313,Finance,Expert,2,2.0,2026-03-28
ASS001403,EMP0313,Python,Intermediate,5,,2026-05-24
ASS001404,EMP0313,Negotiation,Intermediate,2,,2026-01-01
ASS001405,EMP0314,Finance,Intermediate,3,,2026-06-03
ASS001406,EMP0314,Power BI,Intermediate,4,1.0,2026-06-01
ASS001407,EMP0314,SQL,Beginner,3,,2026-02-08
ASS001408,EMP0315,Communication,Beginner,4,3.0,2026-05-26
ASS001409,EMP0315,Leadership,Expert,1,4.0,2025-12-21
ASS001410,EMP0315,SQL,Expert,3,4.0,2026-03-31
ASS001411,EMP0316,Agile,Intermediate,3,4.0,2026-05-03
ASS001412,EMP0316,Data Analysis,Beginner,3,5.0,2026-04-23
ASS001413,EMP0316,Compliance,Beginner,2,5.0,2026-01-03
ASS001414,EMP0316,Communication,Beginner,1,,2026-05-06
ASS001415,EMP0316,Azure,Advanced,3,4.0,2026-05-15
ASS001416,EMP0316,SQL,Expert,4,1.0,2026-04-03
ASS001417,EMP0317,Power BI,Beginner,4,,2026-01-10
ASS001418,EMP0317,Excel,Beginner,4,3.0,2025-12-26
ASS001419,EMP0317,Machine Learning,Expert,4,1.0,2026-01-05
ASS001420,EMP0317,Communication,Intermediate,2,3.0,2026-04-27
ASS001421,EMP0317,Python,Advanced,2,5.0,2026-05-30
ASS001422,EMP0319,Project Management,Advanced,2,1.0,2026-04-10
ASS001423,EMP0319,Agile,Advanced,5,2.0,2026-03-24
ASS001424,EMP0319,Sales,Advanced,5,4.0,2026-05-12
ASS001425,EMP0319,Power BI,Intermediate,3,4.0,2026-01-14
ASS001426,EMP0320,Power BI,Expert,1,,2026-06-04
ASS001427,EMP0320,Machine Learning,Advanced,1,5.0,2026-01-27
ASS001428,EMP0320,Compliance,Expert,4,,2026-04-08
ASS001429,EMP0320,Azure,Advanced,4,,2026-02-05
ASS001430,EMP0320,Negotiation,Advanced,2,2.0,2026-04-04
ASS001431,EMP0320,Leadership,Intermediate,3,4.0,2026-05-15
ASS001432,EMP0321,Leadership,Expert,4,,2026-01-10
ASS001433,EMP0321,Power BI,Expert,2,2.0,2026-05-21
ASS001434,EMP0321,Negotiation,Intermediate,3,4.0,2026-04-12
ASS001435,EMP0321,Azure,Intermediate,1,4.0,2026-03-03
ASS001436,EMP0321,Machine Learning,Intermediate,2,,2025-12-22
ASS001437,EMP0321,SQL,Beginner,3,2.0,2025-12-29
ASS001438,EMP0321,Data Analysis,Advanced,4,3.0,2026-05-31
ASS001439,EMP0321,Communication,Advanced,2,4.0,2026-01-21
ASS001440,EMP0322,Power BI,Intermediate,2,1.0,2026-02-04
ASS001441,EMP0322,Finance,Advanced,3,1.0,2026-05-04
ASS001442,EMP0322,Data Analysis,Advanced,2,,2026-02-05
ASS001443,EMP0322,Compliance,Intermediate,1,,2026-03-12
ASS001444,EMP0322,Communication,Advanced,3,3.0,2026-02-06
ASS001445,EMP0322,Agile,Advanced,4,2.0,2026-05-09
ASS001446,EMP0323,Sales,Advanced,2,3.0,2026-02-23
ASS001447,EMP0323,Data Analysis,Intermediate,5,,2026-02-20
ASS001448,EMP0323,Compliance,Beginner,2,1.0,2026-06-06
ASS001449,EMP0324,Excel,Advanced,4,,2026-04-04
ASS001450,EMP0324,Finance,Expert,2,,2026-05-01
ASS001451,EMP0324,Project Management,Intermediate,3,,2026-06-05
ASS001452,EMP0324,Sales,Expert,3,5.0,2026-05-18
ASS001453,EMP0324,Machine Learning,Beginner,3,,2025-12-11
ASS001454,EMP0324,Power BI,Beginner,4,1.0,2026-01-31
ASS001455,EMP0325,Sales,Advanced,4,2.0,2026-06-07
ASS001456,EMP0325,SQL,Intermediate,1,4.0,2026-05-18
ASS001457,EMP0325,Finance,Intermediate,3,2.0,2025-12-26
ASS001458,EMP0325,Data Analysis,Beginner,5,,2026-01-29
ASS001459,EMP0325,Azure,Expert,3,2.0,2026-05-04
ASS001460,EMP0326,Data Analysis,Intermediate,1,1.0,2026-06-08
ASS001461,EMP0326,Sales,Advanced,4,,2026-03-03
ASS001462,EMP0326,Compliance,Expert,1,4.0,2026-05-17
ASS001463,EMP0326,Communication,Expert,2,3.0,2026-04-08
ASS001464,EMP0326,Power BI,Beginner,2,1.0,2026-03-22
ASS001465,EMP0326,Excel,Expert,5,1.0,2026-02-24
ASS001466,EMP0328,Python,Beginner,3,1.0,2026-01-01
ASS001467,EMP0328,Communication,Intermediate,3,,2026-05-01
ASS001468,EMP0328,SQL,Intermediate,1,1.0,2026-06-06
ASS001469,EMP0328,Excel,Advanced,1,,2026-03-14
ASS001470,EMP0328,Project Management,Intermediate,5,5.0,2026-03-26
ASS001471,EMP0330,Finance,Beginner,2,,2026-02-25
ASS001472,EMP0330,Compliance,Beginner,3,5.0,2026-03-27
ASS001473,EMP0330,Data Analysis,Advanced,2,4.0,2026-04-10
ASS001474,EMP0330,Azure,Expert,4,4.0,2026-03-19
ASS001475,EMP0330,Sales,Advanced,2,,2025-12-23
ASS001476,EMP0330,Power BI,Beginner,3,,2026-05-23
ASS001477,EMP0331,Power BI,Expert,2,2.0,2026-01-28
ASS001478,EMP0331,Excel,Expert,1,3.0,2026-04-02
ASS001479,EMP0331,Communication,Advanced,2,3.0,2026-05-04
ASS001480,EMP0331,Python,Advanced,4,4.0,2026-04-25
ASS001481,EMP0331,Sales,Expert,2,4.0,2026-04-26
ASS001482,EMP0332,Data Analysis,Expert,4,5.0,2026-04-15
ASS001483,EMP0332,Power BI,Intermediate,4,1.0,2026-03-12
ASS001484,EMP0332,Machine Learning,Advanced,1,,2026-04-04
ASS001485,EMP0332,Azure,Intermediate,5,,2026-04-21
ASS001486,EMP0332,Python,Beginner,3,,2026-02-04
ASS001487,EMP0332,Leadership,Intermediate,5,,2026-01-26
ASS001488,EMP0332,Finance,Advanced,4,2.0,2026-03-24
ASS001489,EMP0333,Finance,Expert,4,5.0,2026-03-02
ASS001490,EMP0333,Data Analysis,Intermediate,3,4.0,2026-06-05
ASS001491,EMP0333,Sales,Expert,1,3.0,2026-05-24
ASS001492,EMP0333,Communication,Beginner,2,,2025-12-28
ASS001493,EMP0333,Machine Learning,Advanced,2,2.0,2026-02-23
ASS001494,EMP0334,Compliance,Beginner,2,3.0,2026-04-03
ASS001495,EMP0334,Sales,Advanced,1,5.0,2026-04-13
ASS001496,EMP0334,Excel,Intermediate,3,2.0,2026-02-14
ASS001497,EMP0334,SQL,Intermediate,3,4.0,2026-05-10
ASS001498,EMP0334,Data Analysis,Expert,5,4.0,2026-04-30
ASS001499,EMP0335,Agile,Expert,3,3.0,2026-05-01
ASS001500,EMP0335,Sales,Intermediate,3,,2026-01-13
ASS001501,EMP0335,Leadership,Advanced,5,4.0,2026-03-10
ASS001502,EMP0335,Finance,Beginner,1,3.0,2026-05-10
ASS001503,EMP0335,Project Management,Intermediate,2,5.0,2026-05-06
ASS001504,EMP0335,Azure,Intermediate,5,,2026-04-23
ASS001505,EMP0336,Leadership,Advanced,5,5.0,2026-04-10
ASS001506,EMP0336,Power BI,Beginner,2,,2026-01-24
ASS001507,EMP0336,Azure,Advanced,3,,2025-12-11
ASS001508,EMP0336,Machine Learning,Beginner,5,,2025-12-28
ASS001509,EMP0336,Communication,Advanced,5,2.0,2026-02-04
ASS001510,EMP0336,Project Management,Intermediate,4,3.0,2026-03-12
ASS001511,EMP0337,Azure,Beginner,2,5.0,2026-05-29
ASS001512,EMP0337,Compliance,Expert,4,3.0,2026-01-11
ASS001513,EMP0337,Negotiation,Advanced,4,,2026-01-05
ASS001514,EMP0337,Data Analysis,Expert,2,,2025-12-23
ASS001515,EMP0337,Leadership,Advanced,2,,2026-05-14
ASS001516,EMP0338,Azure,Beginner,5,5.0,2026-03-17
ASS001517,EMP0338,Excel,Intermediate,4,,2026-01-15
ASS001518,EMP0338,Communication,Expert,3,2.0,2026-04-18
ASS001519,EMP0338,SQL,Intermediate,5,,2025-12-31
ASS001520,EMP0341,Machine Learning,Intermediate,1,3.0,2026-02-06
ASS001521,EMP0341,SQL,Advanced,1,3.0,2026-01-29
ASS001522,EMP0341,Project Management,Expert,4,,2026-01-15
ASS001523,EMP0341,Compliance,Beginner,5,1.0,2026-01-23
ASS001524,EMP0341,Communication,Expert,5,2.0,2026-04-23
ASS001525,EMP0341,Python,Beginner,1,4.0,2026-03-15
ASS001526,EMP0341,Azure,Expert,4,4.0,2026-03-09
ASS001527,EMP0341,Data Analysis,Intermediate,4,4.0,2026-02-22
ASS001528,EMP0343,Leadership,Beginner,2,,2026-03-19
ASS001529,EMP0343,Agile,Beginner,5,3.0,2026-01-19
ASS001530,EMP0343,Excel,Advanced,1,,2025-12-21
ASS001531,EMP0343,Compliance,Intermediate,4,5.0,2026-02-10
ASS001532,EMP0343,Machine Learning,Advanced,2,,2025-12-21
ASS001533,EMP0344,Machine Learning,Beginner,2,1.0,2026-02-09
ASS001534,EMP0344,Negotiation,Advanced,3,1.0,2026-03-11
ASS001535,EMP0344,Finance,Beginner,2,1.0,2026-03-05
ASS001536,EMP0344,Power BI,Intermediate,4,,2026-03-06
ASS001537,EMP0344,Azure,Advanced,1,1.0,2026-05-05
ASS001538,EMP0344,Sales,Advanced,3,4.0,2026-03-06
ASS001539,EMP0344,Agile,Intermediate,1,4.0,2026-02-04
ASS001540,EMP0345,Azure,Intermediate,1,,2026-02-04
ASS001541,EMP0345,Negotiation,Beginner,4,4.0,2026-06-07
ASS001542,EMP0345,Excel,Intermediate,3,,2025-12-18
ASS001543,EMP0345,Sales,Intermediate,2,3.0,2026-03-19
ASS001544,EMP0345,Power BI,Intermediate,4,1.0,2026-01-11
ASS001545,EMP0345,Project Management,Advanced,5,,2026-01-31
ASS001546,EMP0345,Machine Learning,Beginner,5,5.0,2026-02-07
ASS001547,EMP0346,Leadership,Advanced,3,4.0,2026-04-18
ASS001548,EMP0346,SQL,Advanced,3,3.0,2026-01-08
ASS001549,EMP0346,Communication,Intermediate,5,,2026-01-30
ASS001550,EMP0346,Sales,Beginner,3,,2026-05-30
ASS001551,EMP0346,Agile,Intermediate,5,5.0,2026-02-20
ASS001552,EMP0346,Machine Learning,Advanced,3,1.0,2026-05-13
ASS001553,EMP0346,Compliance,Beginner,5,4.0,2026-04-06
ASS001554,EMP0347,Leadership,Beginner,5,2.0,2026-03-03
ASS001555,EMP0347,Finance,Expert,2,3.0,2026-06-04
ASS001556,EMP0347,Python,Beginner,2,1.0,2025-12-22
ASS001557,EMP0347,SQL,Advanced,1,1.0,2026-05-21
ASS001558,EMP0347,Sales,Expert,2,,2026-05-25
ASS001559,EMP0347,Excel,Expert,1,1.0,2026-03-01
ASS001560,EMP0347,Communication,Beginner,2,1.0,2026-05-05
ASS001561,EMP0347,Project Management,Expert,5,1.0,2026-02-24
ASS001562,EMP0348,Leadership,Advanced,3,5.0,2026-04-28
ASS001563,EMP0348,Project Management,Intermediate,2,4.0,2026-03-16
ASS001564,EMP0348,Agile,Advanced,1,1.0,2026-03-03
ASS001565,EMP0348,Power BI,Expert,5,1.0,2026-02-16
ASS001566,EMP0348,Compliance,Advanced,4,,2026-02-12
ASS001567,EMP0349,Compliance,Expert,4,5.0,2026-06-02
ASS001568,EMP0349,Communication,Advanced,1,4.0,2026-05-05
ASS001569,EMP0349,Sales,Intermediate,4,,2026-04-14
ASS001570,EMP0349,Agile,Beginner,3,3.0,2026-02-10
ASS001571,EMP0349,SQL,Beginner,4,,2026-06-05
ASS001572,EMP0350,Azure,Advanced,4,2.0,2026-01-06
ASS001573,EMP0350,Agile,Advanced,3,5.0,2026-01-09
ASS001574,EMP0350,Machine Learning,Advanced,4,1.0,2026-04-05
ASS001575,EMP0351,SQL,Expert,5,3.0,2026-03-29
ASS001576,EMP0351,Power BI,Expert,5,3.0,2026-03-23
ASS001577,EMP0351,Sales,Expert,5,5.0,2026-04-12
ASS001578,EMP0351,Negotiation,Expert,2,,2026-03-03
ASS001579,EMP0352,Python,Beginner,3,4.0,2026-04-01
ASS001580,EMP0352,Leadership,Intermediate,2,5.0,2026-05-02
ASS001581,EMP0352,Power BI,Beginner,4,,2026-01-26
ASS001582,EMP0352,Project Management,Beginner,1,,2026-02-04
ASS001583,EMP0353,Machine Learning,Expert,2,5.0,2025-12-29
ASS001584,EMP0353,Negotiation,Expert,2,1.0,2026-05-23
ASS001585,EMP0353,Finance,Advanced,3,,2026-02-24
ASS001586,EMP0353,Python,Beginner,4,2.0,2026-01-17
ASS001587,EMP0353,SQL,Beginner,4,,2026-03-02
ASS001588,EMP0353,Project Management,Expert,2,3.0,2026-03-16
ASS001589,EMP0354,Leadership,Advanced,1,,2026-02-07
ASS001590,EMP0354,Communication,Beginner,1,,2026-05-05
ASS001591,EMP0354,Machine Learning,Intermediate,4,,2026-01-22
ASS001592,EMP0354,Negotiation,Intermediate,3,2.0,2026-04-28
ASS001593,EMP0354,Excel,Expert,3,4.0,2026-01-20
ASS001594,EMP0354,Power BI,Advanced,2,2.0,2026-05-13
ASS001595,EMP0355,Compliance,Intermediate,1,5.0,2025-12-12
ASS001596,EMP0355,Communication,Expert,5,4.0,2026-01-07
ASS001597,EMP0355,SQL,Beginner,5,1.0,2026-04-28
ASS001598,EMP0355,Finance,Beginner,1,2.0,2026-03-19
ASS001599,EMP0355,Data Analysis,Beginner,4,5.0,2025-12-17
ASS001600,EMP0356,Sales,Expert,2,5.0,2026-02-08
ASS001601,EMP0356,Communication,Expert,2,2.0,2026-01-11
ASS001602,EMP0356,Compliance,Expert,3,3.0,2026-02-14
ASS001603,EMP0356,Finance,Beginner,2,,2026-04-23
ASS001604,EMP0357,Machine Learning,Advanced,1,4.0,2026-02-19
ASS001605,EMP0357,Python,Intermediate,3,2.0,2026-04-19
ASS001606,EMP0357,Negotiation,Beginner,2,,2026-01-29
ASS001607,EMP0357,Power BI,Advanced,2,4.0,2026-04-24
ASS001608,EMP0357,Sales,Advanced,4,1.0,2026-04-03
ASS001609,EMP0357,Agile,Advanced,1,2.0,2025-12-22
ASS001610,EMP0358,Communication,Expert,1,,2026-05-27
ASS001611,EMP0358,Data Analysis,Expert,3,,2026-05-25
ASS001612,EMP0358,Project Management,Advanced,5,5.0,2026-02-18
ASS001613,EMP0358,Compliance,Intermediate,5,2.0,2026-03-20
ASS001614,EMP0358,Python,Intermediate,1,1.0,2026-02-13
ASS001615,EMP0359,Excel,Expert,4,5.0,2025-12-28
ASS001616,EMP0359,Machine Learning,Intermediate,4,4.0,2026-05-26
ASS001617,EMP0359,Project Management,Advanced,4,3.0,2026-01-07
ASS001618,EMP0360,Agile,Advanced,5,1.0,2026-06-02
ASS001619,EMP0360,Power BI,Intermediate,5,3.0,2026-04-03
ASS001620,EMP0360,Compliance,Advanced,2,3.0,2026-05-04
ASS001621,EMP0360,Negotiation,Advanced,4,4.0,2026-05-28
ASS001622,EMP0360,Communication,Expert,1,2.0,2026-06-07
ASS001623,EMP0360,SQL,Expert,3,1.0,2026-05-11
ASS001624,EMP0360,Leadership,Beginner,5,3.0,2026-04-05
ASS001625,EMP0361,Negotiation,Intermediate,2,5.0,2026-04-25
ASS001626,EMP0361,Communication,Advanced,5,4.0,2026-05-17
ASS001627,EMP0361,Agile,Beginner,1,3.0,2025-12-28
ASS001628,EMP0361,Project Management,Intermediate,4,,2026-02-23
ASS001629,EMP0361,Data Analysis,Beginner,5,2.0,2026-03-01
ASS001630,EMP0362,Negotiation,Beginner,4,,2026-04-20
ASS001631,EMP0362,Data Analysis,Intermediate,1,2.0,2026-06-09
ASS001632,EMP0362,Project Management,Intermediate,5,1.0,2025-12-24
ASS001633,EMP0364,Python,Expert,4,4.0,2026-01-23
ASS001634,EMP0364,Finance,Expert,2,2.0,2026-04-16
ASS001635,EMP0364,Machine Learning,Expert,2,,2026-01-29
ASS001636,EMP0364,Compliance,Intermediate,4,4.0,2025-12-11
ASS001637,EMP0365,Sales,Expert,3,3.0,2026-05-23
ASS001638,EMP0365,SQL,Intermediate,5,4.0,2025-12-18
ASS001639,EMP0365,Machine Learning,Advanced,3,4.0,2026-01-19
ASS001640,EMP0365,Agile,Intermediate,1,5.0,2025-12-12
ASS001641,EMP0365,Python,Advanced,3,5.0,2026-04-17
ASS001642,EMP0365,Leadership,Expert,2,1.0,2026-05-07
ASS001643,EMP0366,Data Analysis,Beginner,2,1.0,2026-01-07
ASS001644,EMP0366,Agile,Intermediate,4,4.0,2026-01-05
ASS001645,EMP0366,Communication,Advanced,3,5.0,2026-06-03
